id,name,guideline
27,SQL,"{""language"": ""SQL"", ""best_practices"": [{""title"": ""Use Indexes"", ""explanation"": ""Indexes can significantly speed up query execution. They allow the database to find and retrieve specific rows much more quickly than without an index."", ""examples"": [{""description"": ""Creating an index on a column used in WHERE clause"", ""code"": ""CREATE INDEX index_name ON table_name (column_name);""}, {""description"": ""Creating a composite index on multiple columns"", ""code"": ""CREATE INDEX index_name ON table_name (column1, column2);""}]}, {""title"": ""Optimize Queries"", ""explanation"": ""Optimize your queries to reduce the amount of data being transferred and processed. Use SELECT * only when necessary."", ""examples"": [{""description"": ""Selecting specific columns instead of all"", ""code"": ""SELECT column1, column2 FROM table_name WHERE condition;""}, {""description"": ""Using LIMIT to limit the number of rows returned"", ""code"": ""SELECT * FROM table_name LIMIT 10;""}]}, {""title"": ""Use Transactions"", ""explanation"": ""Transactions ensure that database operations are executed reliably. They ensure that either all changes are applied, or none are, even in the event of errors or interruptions."", ""examples"": [{""description"": ""Starting a transaction"", ""code"": ""BEGIN TRANSACTION;""}, {""description"": ""Committing a transaction"", ""code"": ""COMMIT;""}]}, {""title"": ""Avoid Using SELECT *"", ""explanation"": ""SELECT * can be expensive and may return more data than needed, leading to slower queries and increased network traffic."", ""examples"": [{""description"": ""Selecting specific columns"", ""code"": ""SELECT column1, column2 FROM table_name WHERE condition;""}]}, {""title"": ""Regularly Update Statistics"", ""explanation"": ""Regularly updating statistics can significantly improve query performance by ensuring the query optimizer has accurate data to make decisions."", ""examples"": [{""description"": ""Updating statistics for a table"", ""code"": ""UPDATE STATISTICS table_name;""}]}]}"
28,Markdown,"{""language"": ""Markdown"", ""best_practices"": [{""title"": ""Use Headers for Structure"", ""explanation"": ""Headers help organize content and improve readability. Use them to structure your document."", ""examples"": [{""description"": ""Use H1 for main titles"", ""code"": ""# Main Title""}, {""description"": ""Use H2 for subheadings"", ""code"": ""## Subheading""}]}, {""title"": ""Use Lists for Readability"", ""explanation"": ""Lists make content easier to read and understand. Use them for enumerations and steps."", ""examples"": [{""description"": ""Use ordered lists for steps"", ""code"": ""1. Step 1\n2. Step 2""}, {""description"": ""Use unordered lists for enumerations"", ""code"": ""- Item 1\n- Item 2""}]}, {""title"": ""Use Links and References"", ""explanation"": ""Links and references make your document more interactive and informative."", ""examples"": [{""description"": ""Use inline links"", ""code"": ""[Link Text](http://example.com)""}, {""description"": ""Use reference links"", ""code"": ""[Link Text][reference]\n\n[reference]: http://example.com""}]}, {""title"": ""Use Code Blocks for Code"", ""explanation"": ""Code blocks help distinguish code from regular text and make it easier to read."", ""examples"": [{""description"": ""Use backticks for inline code"", ""code"": ""`inline code`""}, {""description"": ""Use triple backticks for code blocks"", ""code"": ""```python\nprint('Hello, world!')\n```""}]}, {""title"": ""Keep it Simple and Consistent"", ""explanation"": ""Keep your Markdown simple and consistent. Use standard formatting and avoid unnecessary complexity."", ""examples"": [{""description"": ""Use standard formatting"", ""code"": ""## Title\n\nThis is a paragraph.""}, {""description"": ""Avoid unnecessary complexity"", ""code"": ""## Title\n\nThis is a simple paragraph.""}]}]}"
29,Plain Text,"{""language"": ""Plain Text"", ""best_practices"": [{""title"": ""Use Consistent Indentation"", ""explanation"": ""Consistent indentation helps in readability and understanding of the code structure."", ""examples"": [{""description"": ""Use 4 spaces for indentation."", ""code"": ""if true:\n    print('Hello, World!')""}]}, {""title"": ""Use Meaningful Variable Names"", ""explanation"": ""Meaningful variable names make the code more readable and easier to understand."", ""examples"": [{""description"": ""Use descriptive names for variables."", ""code"": ""user_name = 'John Doe'""}]}, {""title"": ""Keep Code Organized"", ""explanation"": ""Organized code is easier to read and maintain."", ""examples"": [{""description"": ""Use blank lines to separate logical sections of code."", ""code"": ""print('Hello, World!')\n\nprint('Goodbye, World!')""}]}, {""title"": ""Use Comments"", ""explanation"": ""Comments help explain the purpose of the code and make it easier for others to understand."", ""examples"": [{""description"": ""Add comments to explain complex logic."", ""code"": ""# This is a comment\nprint('Hello, World!')""}]}, {""title"": ""Keep Code Simple"", ""explanation"": ""Simple code is easier to understand and maintain."", ""examples"": [{""description"": ""Avoid complex logic in a single line."", ""code"": ""if true: print('Hello, World!')""}]}]}"
30,INI Config File,"{""language"": ""INI Config File"", ""best_practices"": [{""title"": ""Use Clear and Consistent Naming"", ""explanation"": ""Use clear and consistent naming conventions for sections and keys to make the configuration file easy to read and understand."", ""examples"": [{""description"": ""Use underscores instead of spaces or hyphens for section and key names."", ""code"": ""database_connection = mysql""}, {""description"": ""Use a consistent naming convention throughout the configuration file."", ""code"": ""server_port = 8080""}]}, {""title"": ""Organize Sections Logically"", ""explanation"": ""Organize the configuration file into logical sections to make it easier to navigate."", ""examples"": [{""description"": ""Group related settings together in a section."", ""code"": ""[database]\nconnection = mysql\nuser = root\npassword = secret""}, {""description"": ""Use empty lines to separate sections for better readability."", ""code"": ""[server]\nport = 8080\nhost = localhost\n\n[database]\nconnection = mysql\nuser = root\npassword = secret""}]}, {""title"": ""Use Comments for Documentation"", ""explanation"": ""Use comments to document the configuration file and explain the purpose of each setting."", ""examples"": [{""description"": ""Add comments to explain the purpose of a setting."", ""code"": ""# Database connection settings\n[database]\nconnection = mysql\nuser = root\npassword = secret""}, {""description"": ""Use comments to highlight important settings."", ""code"": ""[server]\nport = 8080\nhost = localhost\n\n# Important: Change this to 'yes' in production.\nenvironment = development""}]}, {""title"": ""Keep Sensitive Information Secure"", ""explanation"": ""Keep sensitive information such as passwords secure by not committing them to version control."", ""examples"": [{""description"": ""Use environment variables or a secrets file for sensitive information."", ""code"": ""[database]\nconnection = mysql\nuser = ${DB_USER}\npassword = ${DB_PASSWORD}""}, {""description"": ""Avoid hardcoding sensitive information directly in the configuration file."", ""code"": ""[database]\nconnection = mysql\nuser = root\npassword = secret""}]}, {""title"": ""Test the Configuration"", ""explanation"": ""Test the configuration file to ensure it works as expected in different environments."", ""examples"": [{""description"": ""Create a test configuration file with sample settings."", ""code"": ""[test]\nport = 9090\nhost = testserver""}, {""description"": ""Verify that the configuration file works in different environments."", ""code"": ""[production]\nport = 8080\nhost = productionserver""}]}]}"
31,TOML Config File,"{""language"": ""TOML"", ""best_practices"": [{""title"": ""Use Clear and Consistent Naming"", ""explanation"": ""Use clear and consistent naming conventions for keys and values to make the TOML file easy to read and understand."", ""examples"": [{""description"": ""Use underscores instead of spaces or hyphens for multi-word keys."", ""code"": ""key_name = 'value'""}, {""description"": ""Use consistent casing for keys and values."", ""code"": ""key = 'value'""}]}, {""title"": ""Organize Keys Logically"", ""explanation"": ""Organize keys in a logical order to make the TOML file easy to navigate."", ""examples"": [{""description"": ""Group related keys together."", ""code"": ""database = { host = 'localhost', port = 5432 }""}, {""description"": ""Use tables to organize complex configurations."", ""code"": ""server = { host = 'localhost', port = 8080 }""}]}, {""title"": ""Use Comments"", ""explanation"": ""Use comments to explain the purpose of keys and values, especially for complex configurations."", ""examples"": [{""description"": ""Add comments to explain the purpose of a key or value."", ""code"": ""# This is a comment explaining the key""}, {""description"": ""Use comments to separate sections of the TOML file."", ""code"": ""# Database Configuration""}]}, {""title"": ""Validate Configurations"", ""explanation"": ""Validate configurations to ensure they are correct and complete."", ""examples"": [{""description"": ""Use a TOML parser to validate the file."", ""code"": ""import toml\n\nwith open('config.toml') as f:\n    config = toml.load(f)""}, {""description"": ""Check for required keys and values."", ""code"": ""if 'database' not in config:\n    raise ValueError('Database configuration is required')""}]}, {""title"": ""Keep it Simple"", ""explanation"": ""Keep the TOML file simple and easy to read by avoiding complex nested structures."", ""examples"": [{""description"": ""Avoid deeply nested tables."", ""code"": ""database = { host = 'localhost', port = 5432 }""}, {""description"": ""Use arrays for lists of items."", ""code"": ""users = ['user1', 'user2', 'user3']""}]}]}"
32,Configuration File,"{""language"": ""Configuration File"", ""best_practices"": [{""title"": ""Use Environment Variables"", ""explanation"": ""Environment variables are a good way to manage configuration settings for your application. They are easy to manage and can be changed without modifying the code."", ""examples"": [{""description"": ""Setting environment variables in a .env file"", ""code"": ""DB_USER=myuser\nDB_PASSWORD=mypass""}, {""description"": ""Accessing environment variables in your code"", ""code"": ""import os\nuser = os.environ['DB_USER']""}]}, {""title"": ""Keep Sensitive Data Out of Version Control"", ""explanation"": ""Sensitive data like API keys and passwords should not be stored in version control. Use environment variables or a secure storage service."", ""examples"": [{""description"": ""Storing sensitive data in a secure service"", ""code"": ""from secure_storage import get_secret\nsecret_key = get_secret('API_KEY')""}]}, {""title"": ""Use a Standard Format"", ""explanation"": ""Use a standard format for your configuration files, such as JSON or YAML, to make it easy for others to understand and modify."", ""examples"": [{""description"": ""JSON configuration file"", ""code"": ""{\n  'database': {\n    'user': 'myuser',\n    'password': 'mypass'\n  }\n}""}, {""description"": ""YAML configuration file"", ""code"": ""database:\n  user: myuser\n  password: mypass""}]}, {""title"": ""Document Your Configuration"", ""explanation"": ""Document your configuration settings and their purpose. This helps others understand the configuration and makes it easier to maintain."", ""examples"": [{""description"": ""Documenting configuration settings"", ""code"": ""# Database configuration\nDB_USER=myuser\nDB_PASSWORD=mypass""}]}, {""title"": ""Test Your Configuration"", ""explanation"": ""Test your configuration settings to ensure they work as expected. This prevents unexpected behavior in production."", ""examples"": [{""description"": ""Testing configuration settings"", ""code"": ""import unittest\n\nclass TestConfig(unittest.TestCase):\n    def test_database_connection(self):\n        # Test database connection\n        pass""}]}]}"
33,Log File,"{""language"": ""Log File"", ""best_practices"": [{""title"": ""Use Standard Log Levels"", ""explanation"": ""Use standard log levels like INFO, WARNING, ERROR, and DEBUG to categorize log messages appropriately. This helps in filtering and understanding the logs more effectively."", ""examples"": [{""description"": ""Example of using standard log levels in a log file."", ""code"": ""INFO: Application started\nWARNING: Low disk space\nERROR: Unable to connect to database\nDEBUG: User logged in successfully""}]}, {""title"": ""Include Timestamps"", ""explanation"": ""Include timestamps with each log message to track when events occurred. This is crucial for debugging and analyzing system behavior."", ""examples"": [{""description"": ""Example of including timestamps in log messages."", ""code"": ""2023-10-01T12:00:00Z INFO: Application started\n2023-10-01T12:05:00Z WARNING: Low disk space\n2023-10-01T12:10:00Z ERROR: Unable to connect to database\n2023-10-01T12:15:00Z DEBUG: User logged in successfully""}]}, {""title"": ""Log to a Central Location"", ""explanation"": ""Log messages should be sent to a central location for easy access and monitoring. This could be a logging server or a cloud-based logging service."", ""examples"": [{""description"": ""Example of logging to a central location using a logging server."", ""code"": ""import logging\nlogging.basicConfig(filename='central_log_file.log', level=logging.INFO)""}]}, {""title"": ""Rotate Logs"", ""explanation"": ""Implement log rotation to manage log file sizes and prevent them from growing indefinitely. This ensures that logs remain manageable and do not consume excessive disk space."", ""examples"": [{""description"": ""Example of implementing log rotation."", ""code"": ""import logging\nfrom logging.handlers import RotatingFileHandler\nhandler = RotatingFileHandler('app.log', maxBytes=1000000, backupCount=3)""}]}, {""title"": ""Monitor Logs"", ""explanation"": ""Continuously monitor logs for errors, warnings, and other critical events. This helps in identifying issues promptly and taking corrective actions."", ""examples"": [{""description"": ""Example of monitoring logs for errors and warnings."", ""code"": ""import logging\nlogging.basicConfig(level=logging.ERROR)""}]}]}"
34,Dockerfile,"{""language"": ""Dockerfile"", ""best_practices"": [{""title"": ""Use Multi-Stage Builds"", ""explanation"": ""Multi-stage builds allow you to significantly reduce the size of your final Docker image by separating the build and runtime environments. This practice helps in creating smaller and more efficient Docker images."", ""examples"": [{""description"": ""Example of a multi-stage Dockerfile for a Python application."", ""code"": ""FROM python:3.9-slim as builder\n\n# Install dependencies\nRUN pip install -r requirements.txt\n\n# Copy application code\nCOPY . /app\n\n# Build the application\nRUN python setup.py install\n\n# Create a new stage for the runtime environment\nFROM python:3.9-slim\n\n# Copy the built application from the previous stage\nCOPY --from=builder /app /app\n\n# Run the application\nCMD [\""python\"", \""app.py\""]""}]}, {""title"": ""Use ENV to Set Environment Variables"", ""explanation"": ""Setting environment variables using ENV instructions in your Dockerfile can make your Docker images more flexible and easier to manage. This practice allows you to configure your application without modifying the Dockerfile."", ""examples"": [{""description"": ""Setting an environment variable for a Python application."", ""code"": ""ENV PYTHONUNBUFFERED 1""}]}, {""title"": ""Use COPY Instead of ADD"", ""explanation"": ""The COPY instruction is preferred over ADD because it is more transparent about file contents. ADD can lead to unexpected behavior if the source content includes tarballs that expand to symlinks."", ""examples"": [{""description"": ""Correct way to copy files in a Dockerfile."", ""code"": ""COPY . /app""}]}, {""title"": ""Minimize the Number of Layers"", ""explanation"": ""Docker images are composed of layers. Minimizing the number of layers can reduce the size of your Docker image and improve build performance. This practice involves combining multiple instructions into a single RUN command."", ""examples"": [{""description"": ""Combining multiple instructions into a single RUN command."", ""code"": ""RUN apt-get update && apt-get install -y python3-pip && pip3 install --no-cache-dir -r requirements.txt""}]}, {""title"": ""Use a .dockerignore File"", ""explanation"": ""A .dockerignore file specifies which files or directories in your project directory should be ignored by Docker during the build process. This practice helps in reducing the size of the Docker context and improving build performance."", ""examples"": [{""description"": ""Example content of a .dockerignore file."", ""code"": ""node_modules\n*.pyc\n__pycache__\n*.env""}]}]}"
35,Makefile,"{""language"": ""Makefile"", ""best_practices"": [{""title"": ""Use Phony Targets"", ""explanation"": ""Phony targets are used to define tasks that do not produce an output file. They are useful for grouping commands that perform some sort of action without modifying the filesystem."", ""examples"": [{""description"": ""A simple phony target for cleaning up object files."", ""code"": ""clean:\n\trm -f *.o""}]}, {""title"": ""Use Pattern Rules"", ""explanation"": ""Pattern rules are used to define how to build one kind of file from another. They are more flexible and efficient than explicit rules."", ""examples"": [{""description"": ""A pattern rule to compile C source files into object files."", ""code"": ""%.o: %.c\n\t$(CC) -c $(CFLAGS) $(CPPFLAGS) $< -o $@""}]}, {""title"": ""Use Variables"", ""explanation"": ""Variables are used to simplify the Makefile and make it more flexible. They can be used to define compiler flags, source files, etc."", ""examples"": [{""description"": ""Defining a variable for compiler flags."", ""code"": ""CFLAGS = -Wall -g""}]}, {""title"": ""Use Dependencies"", ""explanation"": ""Dependencies are used to specify the files that a target depends on. This ensures that the target is rebuilt if any of its dependencies change."", ""examples"": [{""description"": ""A target that depends on a header file."", ""code"": ""main.o: main.c defs.h""}]}, {""title"": ""Keep Targets and Dependencies Up-to-Date"", ""explanation"": ""Keep the list of targets and their dependencies up-to-date. This ensures that the Makefile works correctly and efficiently."", ""examples"": [{""description"": ""Updating dependencies for a target."", ""code"": ""main: main.o""}]}]}"
36,Terraform,"{""language"": ""Terraform"", ""best_practices"": [{""title"": ""Use Version Control"", ""explanation"": ""Terraform configurations should be stored in version control systems to track changes and collaborate with team members."", ""examples"": [{""description"": ""Initialize a Git repository for your Terraform configurations."", ""code"": ""git init""}, {""description"": ""Add your Terraform configuration files to the Git repository."", ""code"": ""git add *""}]}, {""title"": ""Use Modules"", ""explanation"": ""Terraform modules allow you to organize your configurations into reusable components."", ""examples"": [{""description"": ""Create a module for a specific resource, such as a virtual machine."", ""code"": ""module 'vm' { ... }""}, {""description"": ""Use a module in your Terraform configuration."", ""code"": ""module 'vm' { source = './modules/vm' }""}]}, {""title"": ""Keep State Files Secure"", ""explanation"": ""Terraform state files contain sensitive information and should be stored securely."", ""examples"": [{""description"": ""Store state files in a secure location, such as an encrypted S3 bucket."", ""code"": ""terraform {\n  backend 's3' {\n    bucket = 'my-secure-bucket'\n    key    = 'path/to/my/terraform.tfstate'\n    region = 'us-west-2'\n  }\n}""}, {""description"": ""Use Terraform workspaces to manage multiple environments."", ""code"": ""terraform workspace new dev""}]}, {""title"": ""Use Input Variables"", ""explanation"": ""Input variables allow you to customize your Terraform configurations without modifying the source code."", ""examples"": [{""description"": ""Define input variables in your Terraform configuration."", ""code"": ""variable 'instance_type' { type = string, default = 't2.micro' }""}, {""description"": ""Use input variables in your resource configurations."", ""code"": ""resource 'aws_instance' 'example' { instance_type = var.instance_type }""}]}, {""title"": ""Test Your Configurations"", ""explanation"": ""Testing your Terraform configurations ensures they work as expected and helps catch errors early."", ""examples"": [{""description"": ""Use Terraform's built-in testing framework to write unit tests for your configurations."", ""code"": ""resource 'aws_instance' 'test_instance' { ... }""}, {""description"": ""Automate your tests using CI/CD pipelines."", ""code"": ""pipeline { agent any stages { stage('Test') { steps { sh 'terraform test' } } } }""}]}]}"
37,PowerShell Script,"{""language"": ""PowerShell"", ""best_practices"": [{""title"": ""Use PSScriptAnalyzer"", ""explanation"": ""PSScriptAnalyzer is a PowerShell module that checks scripts for best practices and coding standards. It helps in identifying issues such as unused variables, missing documentation, and security vulnerabilities."", ""examples"": [{""description"": ""Install PSScriptAnalyzer"", ""code"": ""Install-Module -Name PSScriptAnalyzer""}, {""description"": ""Run PSScriptAnalyzer on a script"", ""code"": ""Invoke-ScriptAnalyzer -Path 'C:\\Scripts\\MyScript.ps1'""}]}, {""title"": ""Use Functions"", ""explanation"": ""Functions help organize code and make it reusable. They should be used to encapsulate logic that needs to be executed multiple times."", ""examples"": [{""description"": ""Define a simple function"", ""code"": ""function Add { param([int]$a, [int]$b) $a + $b }""}, {""description"": ""Call the function"", ""code"": ""Add -a 5 -b 10""}]}, {""title"": ""Use Error Handling"", ""explanation"": ""Error handling is crucial in PowerShell scripting. It helps in managing unexpected errors and provides a better user experience."", ""examples"": [{""description"": ""Basic try-catch block"", ""code"": ""try { # code that might throw an error } catch { Write-Error $_.Exception.Message }""}, {""description"": ""Custom error handling"", ""code"": ""try { # code that might throw an error } catch [System.IO.IOException] { Write-Error 'IO Error: $_.Exception.Message' }""}]}, {""title"": ""Use Readability"", ""explanation"": ""Readability is key to maintaining scripts. Use proper indentation, blank lines, and comments to make the script easy to understand."", ""examples"": [{""description"": ""Proper indentation"", ""code"": ""function Add { param([int]$a, [int]$b) { $a + $b } }""}, {""description"": ""Use blank lines"", ""code"": ""function Add { param([int]$a, [int]$b) { $a + $b } } \n\n function Subtract { param([int]$a, [int]$b) { $a - $b } }""}, {""description"": ""Use comments"", ""code"": ""function Add { # This function adds two numbers param([int]$a, [int]$b) { $a + $b } }""}]}, {""title"": ""Use Security"", ""explanation"": ""Security is paramount in scripting. Always validate user input and avoid using Invoke-Expression."", ""examples"": [{""description"": ""Validate user input"", ""code"": ""param([Parameter(Mandatory = $true)] [ValidatePattern('^[a-zA-Z]+$')][string]$input)""}, {""description"": ""Avoid Invoke-Expression"", ""code"": ""Do not use: Invoke-Expression '$inputString' \n Use instead: & $inputString""}]}]}"
38,Assembly,"{""language"": ""Assembly"", ""best_practices"": [{""title"": ""Use Meaningful Labels"", ""explanation"": ""Use descriptive labels for jumps and branches to improve code readability and maintainability."", ""examples"": [{""description"": ""Example of using a meaningful label for a loop."", ""code"": ""loop_start:\n    ; loop body\n    jmp loop_start""}]}, {""title"": ""Optimize for Performance"", ""explanation"": ""Optimize your code for performance by minimizing the number of instructions and using the most efficient instructions available."", ""examples"": [{""description"": ""Example of optimizing a loop by using a more efficient instruction."", ""code"": ""loop_start:\n    ; loop body\n    dec ecx\n    jnz loop_start""}]}, {""title"": ""Keep Code Modular"", ""explanation"": ""Break down large programs into smaller, more manageable modules to improve readability and maintainability."", ""examples"": [{""description"": ""Example of a modular approach to a program."", ""code"": ""section .text\n    global _start\n_start:\n    ; main program\n    call subroutine\n    ; rest of the program\nsubroutine:\n    ; subroutine code""}]}, {""title"": ""Use Comments"", ""explanation"": ""Use comments to explain what your code is doing, especially for complex sections."", ""examples"": [{""description"": ""Example of using comments to explain code."", ""code"": ""section .text\n    global _start\n_start:\n    ; Initialize registers\n    mov eax, 0\n    ; Loop until a condition is met\nloop_start:\n    ; loop body\n    ; Check condition\n    cmp eax, 10\n    ; If condition met, exit loop\n    je loop_end\n    ; Increment register\n    inc eax\n    ; Go back to loop start\n    jmp loop_start\nloop_end:\n    ; rest of the program""}]}, {""title"": ""Use Registers Efficiently"", ""explanation"": ""Use registers efficiently to minimize memory access and improve performance."", ""examples"": [{""description"": ""Example of using registers efficiently in a loop."", ""code"": ""section .text\n    global _start\n_start:\n    ; Initialize registers\n    mov ecx, 10\nloop_start:\n    ; loop body\n    ; Decrement register\n    loop ecx\n    ; Check if register is zero\n    jz loop_end\n    ; Go back to loop start\n    jmp loop_start\nloop_end:\n    ; rest of the program""}]}]}"
39,C Header,"{""language"": ""C Header"", ""best_practices"": [{""title"": ""Use Meaningful Naming Conventions"", ""explanation"": ""Use descriptive and meaningful names for variables, functions, and macros to enhance code readability and maintainability."", ""examples"": [{""description"": ""Use underscores to separate words in variable names."", ""code"": ""int user_id;""}, {""description"": ""Use prefixes for function names to indicate their purpose."", ""code"": ""void init_user();""}]}, {""title"": ""Document Functions and Macros"", ""explanation"": ""Document functions and macros with comments explaining their purpose, parameters, and return values."", ""examples"": [{""description"": ""Use Doxygen-style comments for documenting functions."", ""code"": ""/**\n                 * This function initializes a user.\n                 * \n                 * @param user_id The unique identifier for the user.\n                 * @return 0 on success, -1 on failure.\n                 */""}, {""description"": ""Document macros with a brief description."", ""code"": ""#define DEBUG 1 // Enable debug mode""}]}, {""title"": ""Avoid Global Variables"", ""explanation"": ""Minimize the use of global variables to avoid potential conflicts and improve code modularity."", ""examples"": [{""description"": ""Use static variables within functions to limit scope."", ""code"": ""void my_function() { static int count = 0; }""}, {""description"": ""Pass variables as function arguments instead of using globals."", ""code"": ""void my_function(int user_id) { }""}]}, {""title"": ""Use Include Guards"", ""explanation"": ""Use include guards to prevent multiple inclusions of the same header file."", ""examples"": [{""description"": ""Use a unique identifier for the include guard."", ""code"": ""#ifndef MY_HEADER_H\n#define MY_HEADER_H\n#endif""}]}, {""title"": ""Keep Headers Self-Contained"", ""explanation"": ""Ensure that each header file is self-contained and does not require other headers to be included."", ""examples"": [{""description"": ""Include only necessary headers in the header file."", ""code"": ""#include <stdio.h>""}, {""description"": ""Avoid circular dependencies between headers."", ""code"": ""Do not include headerA.h in headerB.h and vice versa.""}]}]}"
40,TypeScript React,"{""language"": ""TypeScript React"", ""best_practices"": [{""title"": ""Use TypeScript for Type Safety"", ""explanation"": ""TypeScript provides static typing, which helps catch errors early in the development process. This practice ensures that your code is more maintainable and less prone to runtime type errors."", ""examples"": [{""description"": ""Define a simple component with type annotations."", ""code"": ""interface Props { name: string; } class Greeting extends React.Component<Props> { render() { return <h1>Hello, {this.props.name}!</h1>; } }""}]}, {""title"": ""Use React Hooks for State Management"", ""explanation"": ""React Hooks provide a way to use state and other React features without writing a class component. This practice simplifies code and improves readability."", ""examples"": [{""description"": ""Use useState hook to manage state in a functional component."", ""code"": ""import { useState } from 'react'; function Counter() { const [count, setCount] = useState(0); return ( <div> <p>You clicked {count} times</p> <button onClick={() => setCount(count + 1)}> Click me </button> </div> ); }""}]}, {""title"": ""Use Higher-Order Components (HOCs) for Code Reuse"", ""explanation"": ""HOCs are a pattern in React that allows you to reuse functionality between components. This practice promotes code reuse and modularity."", ""examples"": [{""description"": ""Create a HOC that adds a loading spinner to any component."", ""code"": ""function withLoadingSpinner(WrappedComponent: React.ComponentType<any>) { return function EnhancedComponent({ props }: any) { if (props.isLoading) { return <div>Loading...</div>; } return <WrappedComponent {...props} />; }; }""}]}, {""title"": ""Use React Context for Global State Management"", ""explanation"": ""React Context provides a way to pass data through the component tree without passing props down manually at every level. This practice simplifies state management across components."", ""examples"": [{""description"": ""Create a context for user authentication and use it across components."", ""code"": ""const UserContext = React.createContext(); function App() { return ( <UserContext.Provider value={{ user: 'John Doe' }}> <UserDetails /> </UserContext.Provider> ); } function UserDetails() { const user = useContext(UserContext); return <h1>{user.user}</h1>; }""}]}, {""title"": ""Use ESLint for Code Quality and Consistency"", ""explanation"": ""ESLint is a tool for identifying and reporting on patterns in code. This practice ensures that your code follows established coding standards and best practices."", ""examples"": [{""description"": ""Configure ESLint to enforce coding standards in your project."", ""code"": ""module.exports = { 'extends': 'eslint:recommended', 'rules': { 'semi': ['error', 'always'], 'max-params': ['error', 3] } };""}]}]}"
41,JavaScript React,"{""language"": ""JavaScript React"", ""best_practices"": [{""title"": ""Use Hooks"", ""explanation"": ""Hooks allow you to use state and other React features without writing a class component. This makes your code easier to read and maintain."", ""examples"": [{""description"": ""Using useState hook to manage state in a functional component."", ""code"": ""import { useState } from 'react';\n\nfunction Example() {\n  const [count, setCount] = useState(0);\n\n  return (\n    <div>\n      <p>You clicked {count} times</p>\n      <button onClick={() => setCount(count + 1)}>\n        Click me\n      </button>\n    </div>\n  );\n}""}]}, {""title"": ""Use React Fragments"", ""explanation"": ""React Fragments let you group a list of children without adding extra nodes to the DOM. This can improve performance and reduce the amount of DOM elements."", ""examples"": [{""description"": ""Using React Fragments to group elements."", ""code"": ""import React from 'react';\n\nfunction Table() {\n  return (\n    <React.Fragment>\n      <thead>\n        <tr>\n          <th>Column 1</th>\n          <th>Column 2</th>\n        </tr>\n      </thead>\n      <tbody>\n        <tr>\n          <td>Cell 1</td>\n          <td>Cell 2</td>\n        </tr>\n      </tbody>\n    </React.Fragment>\n  );\n}""}]}, {""title"": ""Use Higher-Order Components"", ""explanation"": ""Higher-order components (HOCs) are a way to reuse functionality between components. They are functions that take a component as an argument and return a new component with additional props or behavior."", ""examples"": [{""description"": ""Creating a HOC to add a loading spinner to a component."", ""code"": ""import React from 'react';\n\nfunction withLoadingSpinner(WrappedComponent) {\n  return function EnhancedComponent({ props }) {\n    if (props.isLoading) {\n      return <div>Loading...</div>;\n    }\n    return <WrappedComponent {...props} />;\n  };\n}\n\nconst MyComponent = () => <div>Hello World!</div>;\n\nconst MyComponentWithSpinner = withLoadingSpinner(MyComponent);""}]}, {""title"": ""Use React Context"", ""explanation"": ""React Context provides a way to pass data through the component tree without passing props down manually at every level. This is particularly useful for theming, user authentication, and other app-wide state."", ""examples"": [{""description"": ""Creating a context for user authentication."", ""code"": ""import React from 'react';\n\nconst UserContext = React.createContext();\n\nfunction App() {\n  return (\n    <UserContext.Provider value={{ user: 'John Doe' }}>\n      <Profile />\n    </UserContext.Provider>\n  );\n}\n\nfunction Profile() {\n  return (\n    <UserContext.Consumer>\n      {context => <div>{context.user}</div>}\n    </UserContext.Consumer>\n  );\n}""}]}, {""title"": ""Use React Hooks"", ""explanation"": ""React Hooks provide a way to use state and other React features without writing a class component. This makes your code easier to read and maintain."", ""examples"": [{""description"": ""Using useState hook to manage state in a functional component."", ""code"": ""import { useState } from 'react';\n\nfunction Example() {\n  const [count, setCount] = useState(0);\n\n  return (\n    <div>\n      <p>You clicked {count} times</p>\n      <button onClick={() => setCount(count + 1)}>\n        Click me\n      </button>\n    </div>\n  );\n}""}]}]}"
